date,strategy_return,benchmark_return
2023-08-01,0.011757969778484239,0.016442861057824
2023-08-02,-0.012834963137300153,-0.021718941913064338
2023-08-03,-0.006353441529836179,-0.006675649191572708
2023-08-04,-0.0027525479973806942,0.00012331216474503748
2023-08-07,-0.02026090731590936,-0.002465939214598367
2023-08-08,0.02001623033551067,-0.008374018911068593
2023-08-09,0.010117842412166613,0.010937646068991391
2023-08-10,-0.0019291298258450633,-0.0032057209789778662
2023-08-11,-0.003918883836020026,-0.00321603067598486
2023-08-14,-0.006381454354517572,-0.008965688403549055
2023-08-16,-0.02826982688838313,-0.014994521834402863
2023-08-17,-0.004445801600536661,-0.003019131761266114
2023-08-18,-0.0028002228927557623,-0.005291511268368909
2023-08-21,0.0058251943483726065,0.0007691075148212878
2023-08-22,0.0037841355004750716,0.003938646770629939
2023-08-23,-0.007062940059830139,-0.0021051288594029494
2023-08-24,0.007951954809022119,0.01361631400626484
2023-08-25,-0.00615516371693624,-0.010910696266397624
2023-08-28,0.025797834087100714,0.006790792577950677
2023-08-29,0.006528014535701247,0.004654992241679645
2023-08-30,-0.0029561646132420993,0.0029943894597490583
2023-08-31,0.013464082329204489,0.0004399610320229286
2023-09-01,-0.03218085278761225,0.00998900581121398
2023-09-04,0.014514111072216122,0.006344664572512704
2023-09-05,0.0013983407432275443,-0.0010198720524152716
2023-09-06,-0.013212004679808438,-0.007053582477416165
2023-09-07,-0.011874026242939996,-0.005016201395812603
2023-09-08,0.007828581944076589,0.0014717394708001486
2023-09-11,0.013942192506245428,0.002845350509661726
2023-09-12,-0.014020233494110508,-0.005175692950456723
2023-09-13,-0.016120000463499137,0.0007208449556523888
2023-09-14,0.014857812362781577,0.014124647666771128
2023-09-15,0.012447545217103635,0.013032333775979676
2023-09-18,0.0033024583081964795,-0.012011096546047595
2023-09-19,-0.0018328170399470325,-0.007590484124780139
2023-09-20,-0.002364845789222925,-0.00015545813512418682
2023-09-21,-0.021285301094778053,-0.017538404129610052
2023-09-22,-0.005061004866502068,-0.003608280053174706
2023-09-25,-0.009950876490473368,0.0008894536213468474
2023-09-26,-0.010293901536079269,-0.013076044179256008
2023-09-27,0.022513210960727337,0.002444044250064392
2023-10-04,-0.029549836948492163,-0.02646605928397283
2023-10-05,-0.010777576379877469,0.00029656967739799533
2023-10-06,0.008948607620950837,0.0018777177493740638
2023-10-10,-0.013046853223776656,0.0023345279978956857
2023-10-11,0.0242656894654263,0.01679569610287368
2023-10-12,0.010954203161122764,0.011324041811846763
2023-10-13,-0.009317125522134024,-0.00877276932401827
2023-10-16,-0.004557145019744124,-0.007627445932028798
2023-10-17,0.001991682266608263,0.01229122750121614
2023-10-18,-0.01374234176535641,0.00426090856666872
2023-10-19,-0.026740631734510405,-0.019044884677959617
2023-10-20,-0.018968876375547165,-0.015121951219512209
2023-10-23,-0.012701754491692047,-0.005316163117054629
2023-10-24,0.014660805188660366,0.007701500464745825
2023-10-25,0.004471694774538918,-0.005468441164843907
2023-10-26,-0.03278360356044784,-0.025571381252070258
2023-10-27,-0.007276779686731339,0.0009517982187776663
2023-10-30,0.008495988283738364,0.0027507980710452795
2023-10-31,-0.030956365764996305,-0.012259965455345911
2023-11-01,0.013091533739789904,0.013886507800445758
2023-11-02,0.008602517186896742,0.016570848833276974
2023-11-03,0.0005716471110371959,0.010113107119095188
2023-11-06,0.04836772337672819,0.04683177446976683
2023-11-07,-0.003460941991718902,-0.01808972503617945
2023-11-08,-0.0053335843489294935,-0.009323635897600213
2023-11-09,0.008234283944751501,0.004786545924967633
2023-11-10,-0.002905060673335484,-0.005664992918758882
2023-11-13,-0.012968098834508885,-0.0007769001683283205
2023-11-14,0.002979496309422882,0.010334326810936822
2023-11-15,0.01149675193240363,0.02164363356526766
2023-11-16,-0.0008137445573892328,-0.0007532483836545367
2023-11-17,-0.0043603025659512355,-0.005056850304667404
2023-11-20,0.0031340820622759117,0.007955298797234667
2023-11-21,0.005298978485970492,0.004760562498042464
2023-11-22,0.003594296680868511,0.00177675259499388
2023-11-23,0.0030028250759262564,0.0001555790652809641
2023-11-24,0.002400059687615582,-0.007839965155710393
2023-11-27,0.001893553919612049,-0.0011915587469819577
2023-11-28,0.011998360143296406,0.011490283489781206
2023-11-29,-0.008812147457713597,-0.0032589465843135823
2023-11-30,-0.0012338210930480115,0.005791866475680418
2023-12-01,-0.0010787063417920268,-0.011331269349845186
2023-12-04,-0.0007577178108557994,0.005041648399824572
2023-12-05,0.0033127828531569117,-0.010967440411279061
2023-12-06,-0.004058352405968925,0.0033078158964181537
2023-12-07,-0.003141622303350788,-0.0038934940969606036
2023-12-08,0.007558450953432108,0.014563106796116498
2023-12-11,0.011293199611219686,0.003386565587522483
2023-12-12,0.0010186405739701784,0.004118284564174068
2023-12-13,-0.0022343374593273477,-0.009682990008634484
2023-12-14,0.00847882864191591,0.012144236158684762
2023-12-15,-0.00861823595456882,0.005722372631060901
2023-12-18,0.014293448411285449,0.0031814010400734727
2023-12-19,-0.0024197576196654715,0.0008843081051412849
2023-12-20,0.012589701660682205,0.019285257289096025
2023-12-21,0.0017610332945145466,-0.006545911047345809
2023-12-22,-0.002324939016351479,0.0031290429340795622
2023-12-26,-0.0010015796046632013,0.004139048018955593
2023-12-27,0.01567376917995974,0.011081573523701316
2023-12-28,0.012338649400799312,0.01645494830132943
2024-01-02,-0.008971174249971592,0.006074345336704701
2024-01-03,-0.013695865898307088,-0.02776172868037896
2024-01-04,-0.0023788331483878046,-0.008765413757242602
2024-01-05,-0.00922443392011304,-0.0028477218225420042
2024-01-08,-0.00507518115213282,-0.00327671727040435
2024-01-09,0.006616960480731001,-0.003739896248039609
2024-01-10,0.005891534538980229,-0.010928796318721234
2024-01-11,-0.0011477236518520838,0.0015916256006855978
2024-01-12,-0.003285281486529572,-0.009595697216025378
2024-01-15,-0.004115070519327676,0.004258076460242455
2024-01-16,-0.013012540400397475,-0.013733984699050628
2024-01-17,-0.016379744800936128,-0.024454828660436134
2024-01-18,0.005676339632364587,0.004726169567299987
2024-01-19,-0.0006492359638999851,0.0149699647204653
2024-01-22,0.004181320868528552,0.001033381349032414
2024-01-23,0.007141174763672912,0.0051928551318547456
2024-01-24,-0.004659047664456194,-0.0038278405377648594
2024-01-25,0.007155344235957783,0.0011871290221805442
2024-01-26,0.008317906802186015,0.0017785821268097024
2024-01-29,-0.0034800372635712417,0.011836162591496668
2024-01-30,-0.005736522272359933,-0.0017546559950746277
2024-01-31,0.0031900621123998538,-0.004841495004317298
2024-02-01,0.01580507599771328,0.017136128412506668
2024-02-02,0.018759442440104083,0.032262978308554624
2024-02-05,-0.012637571602416265,-0.01210046335920667
2024-02-06,0.0028919684259592193,-0.003853852358617349
2024-02-07,0.01739217434443834,0.01415547024952013
2024-02-08,0.014426119401542245,0.0011237284125857894
2024-02-13,0.003902988246501756,0.01225852188810772
2024-02-14,-0.00947369456086603,-0.013627476728238386
2024-02-15,-0.0013020288695205296,-0.001420034317496044
2024-02-16,0.013942529183647199,0.01004325413284346
2024-02-19,0.019234061450750933,0.01566303933358748
2024-02-20,-0.007011901255025876,-0.011724954515262676
2024-02-21,3.425602681623015e-05,-0.00222085853715559
2024-02-22,0.0035725539805148998,0.00518377507687795
2024-02-23,0.001152127398647436,0.003059262280752817
2024-02-26,-0.0032775294210996737,-0.008046010398814918
2024-02-27,-0.010437060508436236,-0.008521229868228453
2024-02-28,0.006888432511659508,0.012256711657166575
2024-02-29,-0.013407940775489829,-0.0026550738168874544
2024-03-04,0.01647234385553361,0.014393119386829634
2024-03-05,0.006385525985825461,-0.007988464311463606
2024-03-06,0.005718350660512154,-0.0036048607477179306
2024-03-07,-0.0003816409024936518,0.0007002392484098952
2024-03-08,0.01541142837219502,0.014607265729780217
2024-03-11,-0.010945751866844463,-0.008362309261760403
2024-03-12,-0.005103428126704672,0.008548742320621194
2024-03-13,0.0041973086212339274,0.0046835042956066
2024-03-14,0.012809766946900603,0.00898015214780079
2024-03-15,-0.02162892803932184,-0.018792517006802734
2024-03-18,0.018953932507693373,0.006355258976803224
2024-03-19,-0.014846354681857556,-0.011912621637913734
2024-03-20,0.000516177786598996,0.01760502004531994
2024-03-21,0.027864576149802485,0.027092611624985663
2024-03-22,0.0032514476473163192,-0.0029185312838757582
2024-03-25,8.697681851222632e-05,-0.003986396074933118
2024-03-26,0.019937486024608042,0.009879929469058801
2024-03-27,0.006498913224012504,0.0005265783493153542
2024-03-28,-0.0060706371941300664,-0.0005263012104927967
2024-03-29,-0.007607420743659329,0.003298043345712598
2024-04-01,0.007722540235118783,0.0006629651114609114
2024-04-02,-0.00072429878642385,0.002760524499654915
2024-04-03,-0.013629980072606638,-0.015113558155540274
2024-04-04,0.017897286962745423,0.01428331842576025
2024-04-05,-0.020509409926749572,-0.010251605258081442
2024-04-08,0.0019260317667466826,0.004232214951970015
2024-04-09,0.009067068095078535,-0.006210663487398405
2024-04-11,0.014969287650202927,-0.00039059230533156075
2024-04-12,-0.007575185999843836,-0.009712802478439309
2024-04-15,-0.0020123550475829254,-0.004453087567994118
2024-04-16,-0.023850632730087373,-0.023072785437250554
2024-04-17,-0.00475972442663073,-0.010925002897878788
2024-04-18,0.028573081981113812,0.017462131200375097
2024-04-19,-0.018810857966285274,-0.018803812595386882
2024-04-22,0.0132312026909521,0.013411985678229765
2024-04-23,0.009250531875666906,-0.0011004604558223496
2024-04-24,0.015069788010068237,0.018409532368886428
2024-04-25,-0.016434932778601596,-0.017251195627419724
2024-04-26,0.011796630181390468,0.01147094606337995
2024-04-29,0.016292866846955856,0.009823013918322854
2024-04-30,-0.007786853111550674,0.0035449930518136608
2024-05-02,0.00025470895942677276,-0.0036737692872887973
2024-05-03,-0.010629777808664313,-0.0008225550260948511
2024-05-07,0.015284049896132055,0.023164050302324934
2024-05-08,0.009070412579339944,0.0034680797935799923
2024-05-09,-0.005745694425600438,-0.011197743861977472
2024-05-10,0.0061795457741743295,0.005117020384195925
2024-05-13,0.010503763631997372,-0.001863906971568463
2024-05-14,-0.002502771370944027,0.0020067448925555897
2024-05-16,0.019772349742745384,0.009540763817418085
2024-05-17,-0.0056037815013902275,-0.011709924505427849
2024-05-20,0.01563820452229686,0.00833588892915893
2024-05-21,-0.00543796736434481,-0.005197965051979669
2024-05-22,-0.009431259071616432,0.0
2024-05-23,0.0020818322933824677,0.0
2024-05-24,0.009583468093808856,-0.015564202334630295
2024-05-27,0.012924457233125394,0.01389045736871819
2024-05-28,0.005121565053721599,0.0010859879705948927
2024-05-29,-0.017115000052560378,-0.014631025562571232
2024-05-30,-0.008395545890198511,-0.018122794636556083
2024-05-31,0.00018626317453199724,-0.000431245148492132
2024-06-03,0.0020976404025172474,0.018062586286240245
2024-06-04,-0.016183900572704413,-0.007373714544016252
2024-06-05,-0.009742367104322724,0.010018500071154124
2024-06-07,0.012169191971660316,0.013216107306901037
2024-06-10,0.011158799730260011,-0.008732895761486281
2024-06-11,-0.007768550219798384,0.0009539307558499299
2024-06-12,0.012644323863346104,0.008801435138468428
2024-06-13,0.015614017696744696,0.0068352320088913565
2024-06-14,0.011101153760292519,0.003311623799536312
2024-06-17,0.016459774052292864,-0.00541863791396191
2024-06-18,0.007145002722517601,0.010536795818468336
2024-06-19,0.0033831002975552677,0.014915161466885651
2024-06-20,0.0002892855908279814,0.003909936632061406
2024-06-21,0.00844509782148219,-0.008541498791297286
2024-06-24,-0.01293038894008547,-0.0075856090160381084
2024-06-25,-0.00028963778908403003,0.002893644900633374
2024-06-26,0.006080677231041238,0.008274810822581413
2024-06-27,0.009017093292523159,-0.001160844446844167
2024-06-28,0.015943939722419954,0.005865023379010292
2024-07-01,-0.02228094651790859,0.0019346517626828152
2024-07-02,-0.012854622604366511,-0.007106844024887371
2024-07-03,0.00017654250942034474,0.004159576479485727
2024-07-04,0.0022124296803937528,0.013368480512144565
2024-07-05,0.0019350242979253142,0.018474279343844602
2024-07-08,0.008679682701412925,-0.003283815480844443
2024-07-09,0.005274863991224176,0.003529965484782016
2024-07-10,0.01807544364178388,-0.00036478282394014627
2024-07-11,0.004706708426109367,0.006151440114687823
2024-07-12,-0.01549461687135685,-0.013756120307764075
