date,ticker,name,open,high,low,close,adj_close,volume,trading_value,market_cap,sector,is_suspended,is_administrative
2021-01-04,000080,,31950,32000,31500,32000,32000,462233,14674908400,,,,
2021-01-05,000080,,32050,33350,32000,33200,33200,1254732,41214778550,,,,
2021-01-06,000080,,33550,35000,32650,34300,34300,2550567,86832377250,,,,
2021-01-07,000080,,35100,36100,34500,35400,35400,1811548,64038105950,,,,
2021-01-08,000080,,36250,36250,34550,34800,34800,1245262,43840683300,,,,
2021-01-11,000080,,34850,34850,33550,34050,34050,1210762,41191958150,,,,
2021-01-12,000080,,34050,35450,33550,35200,35200,1059524,36843527300,,,,
2021-01-13,000080,,36050,36100,35250,35500,35500,893979,31826288700,,,,
2021-01-14,000080,,35650,36800,35600,36600,36600,1070359,38951115150,,,,
2021-01-15,000080,,37000,37400,35750,35750,35750,839374,30422138250,,,,
2021-01-18,000080,,35300,35400,34000,34000,34000,783089,27006695900,,,,
2021-01-19,000080,,34100,34450,33900,34100,34100,496978,17003921750,,,,
2021-01-20,000080,,34200,34250,33550,33750,33750,665569,22475982450,,,,
2021-01-21,000080,,33950,34350,33750,33800,33800,432772,14716739150,,,,
2021-01-22,000080,,33950,34950,33800,34850,34850,828444,28640205350,,,,
2021-01-25,000080,,35000,35400,34300,34600,34600,546101,18973961550,,,,
2021-01-26,000080,,34600,34650,33700,33700,33700,614153,20883968600,,,,
2021-01-27,000080,,33950,34200,33500,33600,33600,357322,12071590000,,,,
2021-01-28,000080,,33000,33100,32500,32650,32650,594733,19478210800,,,,
2021-01-29,000080,,32700,32900,31400,31900,31900,684539,21805819400,,,,
2021-02-01,000080,,31550,32800,31450,32750,32750,329561,10648657200,,,,
2021-02-02,000080,,33000,33000,32450,32600,32600,373079,12198635900,,,,
2021-02-03,000080,,32650,32900,32300,32450,32450,350609,11400699350,,,,
2021-02-04,000080,,32450,32950,32100,32650,32650,424768,13819953650,,,,
2021-02-05,000080,,32950,34600,32700,34400,34400,993285,33593941450,,,,
2021-02-08,000080,,34700,35450,34450,35100,35100,1013121,35534999400,,,,
