ticker,corp_code,rcept_no,report_nm,rcept_dt,raw_file,table_index,row_count,column_count,numeric_count,numeric_abs_sum,categories,preview,bridge_type,matched_keywords,amount_candidates
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,43,29,4,84,141504940.03,"revenue_segment,ebitda_bridge,backlog_bridge,nav_bridge","구 분 제117기 1분기 제116기 제115기 2026년 3월말 2025년 12월말 2024년 12월말 [유동자산] 1,856,613 1,489,574 1,557,632 ㆍ당좌자산 1,829,519 1,467,529 1,535,411 ㆍ재고자산 27,094 22,045 22,221 [비유동자산] 6,576,641 6,589,232 6,176,197 ㆍ투자자산 1,783,310 1,825,885 1,714,451 ㆍ유형자산 2,867,569 2,857,583 2,653,925 ㆍ무형자산 384,091 389,255 394,198 ㆍ사용권자산 1,128,301 1,104,600 968,161 ㆍ투자부동산 138,765 139,166 138,155 ㆍ기타비유동자산 274,605 272,743 307,307 자산총계 8,433,254 8,078,806 7,733,829 [유동부채] 1,956,284 2,000,921 1,991,686 [비유동부채] 2,585,091 2,159,322 2,0",backlog_bridge,원가,8433254;8078806;7733829;6589232;6576641
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,18,11,9,66,45120044749.0,"ebitda_bridge,backlog_bridge","col_1 col_2 col_3 col_4 col_5 col_6 col_7 col_8 col_9 구 분 제117기 1분기말 제116기말 취득원가 상각누계액(*) 정부보조금 장부금액 취득원가 상각누계액(*) 정부보조금 장부금액 토지 1,107,107,290 - (1,374,233) 1,105,733,057 1,086,302,966 - (1,374,233) 1,084,928,733 건물 1,714,101,401 (525,767,556) (799,661) 1,187,534,184 1,615,631,726 (509,137,543) (809,358) 1,105,684,825 구축물 561,373,637 (277,576,123) - 283,797,514 535,211,475 (270,571,291) - 264,640,184 차량운반구 272,229,377 (164,084,395) (4,714,945) 103,430,037 254,913,865 (160,689,892) (4,845,258) 89",backlog_bridge,원가,5706723515;5573287614;3719095095;3650806055;-1979264464
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,450,22,5,59,424750.03,"revenue_segment,backlog_bridge","사업부문 계정과목 제117기 1분기 제116기 제115기 CL사업부문 상 품 15,414 11,954 10,110 저장품 3,310 2,977 2,954 원재료 - - - 소 계 18,724 14,931 13,064 택배사업부문 상 품 - - - 저장품 568 417 962 원재료 - - - 소 계 568 417 962 글로벌사업부문 상 품 1,613 6,639 8,287 저장품 4,872 2,578 2,390 원재료 2,755 910 2,333 소 계 9,240 10,127 13,010 건설사업부문 상 품 3,309 3,031 3,356 저장품 4,874 4,155 5,441 원재료 284 239 186 소 계 8,467 7,425 8,983 합 계 상 품 20,336 21,624 21,753 저장품 13,624 10,127 11,747 원재료 3,039 1,149 2,519 합 계 36,999 32,900 36,019 총자산대비 재고자산 구성비율(%) [재고자산합계÷기말자산총계×",backlog_bridge,원가,36999;36019;32900;21753;21624
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,20,9,9,48,17153625793.0,"ebitda_bridge,backlog_bridge","col_1 col_2 col_3 col_4 col_5 col_6 col_7 col_8 col_9 구 분 제117기 1분기말 제116기말 취득원가 상각누계액(*) 정부보조금 장부금액 취득원가 상각누계액(*) 정부보조금 장부금액 영업권 844,795,591 (106,920,703) - 737,874,888 827,348,684 (106,913,872) - 720,434,812 민간투자사업 635,810,364 (386,687,842) (14,455,620) 234,666,902 636,510,244 (382,372,387) (14,741,742) 239,396,115 소프트웨어 404,509,402 (295,260,762) - 109,248,640 396,006,741 (283,793,867) - 112,212,874 사용수익기부자산 22,168,584 (10,623,098) - 11,545,486 22,168,584 (10,484,371) - 11,684,213 건설중인무형자산 28,",backlog_bridge,원가,2160464734;2127941656;1191602021;1182846597;-954407090
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,490,9,4,8,47123.0,backlog_bridge,"col_1 col_2 col_3 col_4 (단위:백만원) 원고 피고 소송금액 개요 및 진행상황 지배기업 포스코이앤씨 6,900 운송대금청구 지배기업 뉴동해항산업(주) 4,249 물품대금청구 지배기업 주식회사 대우건설 2,395 손해배상청구 지배기업 공정거래위원회 2,380 시정명령 및 과징금납부명령 취소 청구 지배기업 한국수자원공사 2,343 공사대금청구 상기건 외 21건 5,284 - 합 계 23,551 -",backlog_bridge,공사,23551;6900;5284;4249;2395
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,30,2,4,5,182.07,backlog_bridge,"구 분 사 업 내 용 비 고 업 종 1단계공사 2단계공사 진출국사업개시일계약기간계약형태발주처총계약고 리비아84.01.1683.11~00.02월(196개월)Turn Key Base리비아 대수로공사 관리청＄3,860백만불 리비아90.06.2590.02~06.06월(197개월)Turn Key Base리비아 대수로공사 관리청＄7,081백만불 ○ 공사감독 : B/R(영국)○ 계약의 목적 : 리비아 대수로공사(관생산, 매설, 운송, 관련시설물 건설)○ 대금수수방법① 기성 완료분에 대해 청구및 수령② 대금결제 : 5개국 통화로수금(원화, 달러, 엔화, 유로,디나르)",backlog_bridge,공사,90;84;5;2;1
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,51,1,1,1,2.1,"ebitda_bridge,backlog_bridge,nav_bridge","2.1 재무제표 작성기준 연결기업의 2026년 3월 31일로 종료하는 3개월 보고기간에 대한 분기연결재무제표는 기업회계기준서 제1034호 '중간재무보고'에 따라 작성되었습니다. 이 중간재무제표는 연차재무제표에 기재되는 사항이 모두 포함되지 않았으므로 전기말 연차재무제표와 함께 이해해야 합니다. 2.2 재무제표 작성기준 및 공시의 변경 연결기업의 연결재무제표는 한국채택국제회계기준(이하 기업회계기준)에 따라 작성됐습니다. 한국채택국제회계기준은 국제회계기준위원회(""IASB"")가 발표한 기준서와해석서 중 대한민국이 채택한 내용을 의미합니다. 연결재무제표는 다음을 제외하고는 역사적 원가에 기초하여 작성하였습니다. ·특정 금융자산과 금융부채(파생상품 포함) ·확정급여제도와 공정가치로 측정하는 사외적립자산 한국채택국제회계기준은 재무제표 작성 시 중요한 회계추정의 사용을 허용하고 있으며, 회계정책을 적용함에 있어 경영진의 판단을 요구하고 있습니다. 보다 복잡하고 높은 수준의 판단이 필요한 부분이나",backlog_bridge,원가,2
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,235,1,1,1,2.1,"ebitda_bridge,backlog_bridge,nav_bridge","2.1 재무제표 작성기준 당사의 2026년 3월 31일로 종료하는 3개월 보고기간에 대한 요약분기재무제표는 기업회계기준서 제1034호 '중간재무보고'에 따라 작성되었습니다. 이 중간재무제표는 연차재무제표에 기재되는 사항이 모두 포함되지 않았으므로 전기말 연차재무제표와 함께 이해해야 합니다. 2.2 재무제표 작성기준 및 공시의 변경 당사의 재무제표는 한국채택국제회계기준(이하 기업회계기준)에 따라 작성됐습니다.한국채택국제회계기준은 국제회계기준위원회(""IASB"")가 발표한 기준서와 해석서 중대한민국이 채택한 내용을 의미합니다. 재무제표는 다음을 제외하고는 역사적 원가에 기초하여 작성하였습니다. ·특정 금융자산과 금융부채(파생상품 포함) ·확정급여제도와 공정가치로 측정하는 사외적립자산 한국채택국제회계기준은 재무제표 작성 시 중요한 회계추정의 사용을 허용하고 있으며, 회계정책을 적용함에 있어 경영진의 판단을 요구하고 있습니다. 보다 복잡하고 높은 수준의 판단이 필요한 부분이나 중요한 가정 및",backlog_bridge,원가,2
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,105,6,9,0,0.0,backlog_bridge,"col_1 col_2 col_3 col_4 col_5 col_6 col_7 col_8 col_9 비유동차입금 비유동차입금 합계 원화차입금 외화차입금 시설자금 일반대출 시설자금 일반대출 KDB산업은행, 신한은행 등 주택도시보증공사, 농협은행 HDFC, AXIS 등 Public Bank, SBI 등 범위 범위 합계 범위 범위 합계 범위 범위 합계 범위 범위 합계 하위범위 상위범위 하위범위 상위범위 하위범위 상위범위 하위범위 상위범위",backlog_bridge,공사,
000120,00113410,20260515002802,분기보고서 (2026.03),20260515,000120_20260515002802_0_20260515002802.xml,107,6,9,0,0.0,backlog_bridge,"col_1 col_2 col_3 col_4 col_5 col_6 col_7 col_8 col_9 비유동차입금 비유동차입금 합계 원화차입금 외화차입금 시설자금 일반대출 시설자금 일반대출 KDB산업은행, 신한은행 등 주택도시보증공사, 농협은행 HDFC, AXIS 등 Public Bank, SBI 등 범위 범위 합계 범위 범위 합계 범위 범위 합계 범위 범위 합계 하위범위 상위범위 하위범위 상위범위 하위범위 상위범위 하위범위 상위범위",backlog_bridge,공사,
